id	document	label
8323152	아 재미있다. 이 말이 너무 어울린다.	1
10124911	제이크 질렌할..넌 대체 못하는 연기가 뭐냐.	1
9852390	보는내내 입가에 미소가 샤방샤방했던 영화.	1
1421412	원표가 왜 조연이양... 젤 많이 나오는구만...ㅋㅋ 재미있음...	1
6809191	마치 바다속 , 아쿠아리움속으로 들어간듯한 느낌의 영화 어린자녀들에게 강추!!	1
5717439	정의를 세우는 콜트, 콜텍 노동자들 이야기	1
8824828	이 영화보면 브라질 가고싶은 마음이 사라질것이다.	1
5247378	난 남자지만 영화내내 마음이 울렸다 그리고 내가 좋아하는 두 여배우 !!	1
8719068	도법 멤버들 모두 기대됨	1
1111967	정말 재미있게 본 영화였다 액션 최고	1
10142929	내가 남자라그런가 이거 겁나 긴장감있고 흥미진진하던데..ㄷㄷ 나만그런가워낙에 격투씬을 좋아해서.ㅋㅋㅋ 그냥 아무생각없이 집에서 스마트티비로 봐서 재밌었나봄 이거 뭔영화인지도 모르고 암살에 나온 이정재 있길래 걍봄 ㅋㅋ 하여튼 너무 재밌게 봤음	1
10050104	인정할건 인정하자 ㅆ파르 년들아 북한이 살만하고 좋으면 왜목숨걸고 대한민국 오는건데 어? 그거부터 납득시키고 나불거려라 종북 박평식같은 좋가튼년들아	1
10082134	잊을 수 없는 그대여, 6월이 되고 비가 내려야 그대가 보이기 시작합니다.	1
6825477	반가운 얼굴들~ㅋㅋㅋ 여주인공 넘 매력적이구~ 유쾌한영화였어요~~	1
10272889	내용이너무좋아요.ㅎ	1
8715095	정말 요즘 아이돌들이 다 배우 해먹네 할정도로 연기를 잘한다	1
87993	정말재밋게 봣는대요 어디서 받을수잇조?	1
3454102	탱고 음악의 감동이 밀려온다.	1
8667840	평생 못봤으면 후회할뻔한 따뜻한 명작	1
8619006	이런 드라마가 많이 나왔으면 좋겠어요. 생각할 것도 많고 영상미도 아름답고 캐릭터도 다 매력 있었어요. 여러가지로 다 매력 있었던 드라마였어요.	1
1923466	정말 최고였는데.. 마지막이.. 이련결말. 싫다..ㅠ	1
9985813	너무 슬프네요. 왜 이제 알게된 영화였는지.	1
10151722	잔잔하고 재미도 있어서 좋았다	1
1516658	내가 본 영화 중 영순위♥	1
8255656	재밌습니다.재밌습니다.	1
4469803	상당히 훌륭한 영화...	1
6212210	역시신동엽ㅋ순간 캐치 탁!얄밉게 웃긴 미워할수없고감탄!이영자랑 함 대박일텐데 왠이동욱?	1
1364440	내 인생의 영화	1
9049119	전작에 비해 떨어지는건 사실이지만 쓰레기 한국영화도 4점대 별로없는데 헐...니들 너무하다?	1
2549508	지금은 다소 진부할수있어도 그당시엔 눈물 한사발 흘리게해준 영화.	1
3017342	신부로서의 사명감을 처절히 실천하는 제리, 자신마저 부정하는 로키의 우정	1
6784667	3.14 원주율메이커	1
9611384	추석때 특선영화 해주는거 봤는데 진짜 가족들끼리 보기 좋은 영화였음!	1
10092383	"우리애기첫영화 너무너무 잘선택한거같아요""""ㅎ굳"	1
5784847	재미있어요	1
9421346	생각보다괜찬은조합인거같다	1
9814476	저게바로 이시대의 어머니.	1
9334812	나만 재밌으면 되지 뭐나도 원작 본 사람이지만 드래곤볼 에볼루션보다는 잘 만듬 ㅇㅇ	1
8377531	우리나라 예능 중 최고!!	1
2736470	방학때 아침에 졸린눈 비비면서 우연히 티비채널 돌리다 이 영화를 보게된건 정말..	1
9637948	마음이 너무 아프다. 이 영화는 다시 볼 수 없을 것 같다.	1
1987338	엔트랩먼트	1
9668399	정말 재미있게 보았음. 권력에는 친구도 의리도 없다는 역사적 사실을 훌륭하게 깨우쳐줌.	1
9247479	처음에는 초롱 팬심으로 봤는데 갈수록 내용과 어울리는 배경음악들이 너무 달달하고 보고 있으면 행복해지네요. 완전 재밌습니다.	1
8499726	너무너무재밌게보고있어요! 중간부터 본방사수했지만 스토리가 탄탄하고 흥미진진해서 1화부터 다찾아서 봤네요 배우들 연기도 어디하나빠지는데가없네요 요새는 수백향만챙겨봐요	1
8620641	내가 없어질 내인생. 제목을 참 잘 지었다.	1
7360402	음 화질은좋은데재미가없네	1
9384295	가을로 는 가을에 감동이네요	1
8550276	ost 때문에 봤는데 이건뭐 와~~라는 말밖에 안나오네 벌써 16년전인데 이런퀄리티가 나오다니 대단하다	1
9339372	중3인데 일단 2까지봣다. 뭐 말할것도없다장국영 자살이 안타깝다	1
8095702	사실적이어서 더 극적인.	1
10248728	뀰잼이다뀰잼이라구여	1
3812917	짱 재미있어요오> ㅇ <	1
8418558	첫느낌은예전에양심냉장고와 비슷한거같더라고요 보면서 감정이움찔 해져요 그런대 한가지부탁 드리고싶은게연기자좀보호해주세요 욕이나폭력은 걱정되요 저어릴적에성추행을상가에서모든사람이목격했는데저만증언했었거든요덕분에청소년인저는계속경찰서를왔다갔다해야했죠	1
7933171	남자주인공 넘 섹시하고 멋있쪙ㅋㅋㅋㅋ	1
9097219	어설픈건 사실이었다 하지 재밋었다 ㅎ	1
9984439	SF영화 중 21세기 최고라고 할 수 있다..이걸 평점 낮게주는 사람은 정말 볼줄을 모르는것	1
4601485	95년에 비디오방에서 친구랑 봤는데 정말 좋았다는 느낌이 지금까지...또 보고싶네요	1
8317466	빨리 보고싶다!!!헌데 오래 기다려야 될거가틈...	1
348586	남기남 감독 그 이름 하나 만으로도 10점	1
3908729	진짜 최고다 최고 성룡형님 마이 우상	1
6318878	amy6250 당신이 좋아하는 장르는 뭐요? 이영화에도 저영화에도 이런장르는 싫다니원	1
2620222	지금까지 본영화중에 최고다	1
5954450	매회리타가자꾸거슬려서죽었으면좋겠다고생각했는데ㅠㅠ죄책감에나도잠못이룬다.	1
9754970	어릴 때보고 커서 다시 봤는데. 진짜 잘 만든 영화였네. 웃음과 감동을 잘 이어 붙였고 정치에 대한 비판이랑 묘사도 굉장히 잘 표현했다. 흥행했었는지 기억은 안나지만 절대 낮은 평점의 영화가 아니라고 생각한다. 연기자들 연기하는 디테일만 봐도 따봉임	1
9264713	대박이였지 이건 한마디로..	1
10276224	사랑은 달기만한게 아니라는거.	1
4079029	마음을 파고든다.... 볼 수록 빠져드는 영화..	1
7726678	13살이엇냐?...	1
9726483	남자 얼굴 성격 10점만점에 10000점	1
9693962	잼있어요! 다음에 ㄸㅗ보고싶어요	1
5458245	핡	1
8609963	초반엔 황당한 설정이다 싶어 몰입이 힘들었지만 점차 이건 판타지가 아니라 우리의 근미래에 현실이 될지도 모르는 언론탄압에 대한 진지한 은유라는 생각이 들었다. 남자주인공 오카다 준이치는 예상보다 훨씬 좋았다. 별 기대없이 보았는데 의외의 재미와 감동.	1
9715085	인도영화는 역시!!! 스토리, 영상, 배우들의 연기까지 뭐하나 빠지는거없이 꽉찬 영화!! 대박 감동~ㅠㅠ	1
7154137	순수함 그리고 진짜 웃음이 무엇인지 알 수 있었다그가 웃을때 나도 모르게 웃게 되는 순수함	1
2901036	좀 짱인듯 허정무대신 장외룡감독을 한국국대로 고고싱	1
6906147	ㅎㅎㅎㅎㅎㅎㅎㅎ	1
669523	어찌 그런 사명감을 가질 수 있단 말인가.	1
9484605	정말행복했다... 계속미소지으면서봐서 보조개가아프네 ㅎㅎ	1
8464762	와~ 정말 재밌네요!!	1
4486157	에니메이션 최고봉중 하나 초딩때 진짜 잼나게 봣음 ㅋㅋㅋ	1
9814471	비포미드나잇을 마지막으로 그들을 떠나보내는 내 심정 또한 아련하지만 한편으로는 행복하게 지내는 그들의 모습을 보니 절로 웃음이 지어진다	1
386169	재미는 없지만 뭔가가 있다.	1
5227855	코스케가라디오에서임진강을부를때는눈물이멈추지않았다	1
2263908	한석규 연기 짱 ㅎㅎㅎ~~~	1
4083134	쵝오	1
9174038	진짜 허니잼 꿀잼 개꿀잼 꼭보셈	1
9373743	한예슬 진짜 너무 이쁘당ㅋㅋㅋ짱인듯원래도 이쁜데 미탄에서 이쁨터짐ㅋㅋㅋ옷입는것도 헤어도 메이크업도 이쁨이쁨이쁨드라마 내용도 괜찮고 잘될듯ㅋㅋㅋ	1
1149537	딱한마디만하겠습니다....... 최고!!!	1
5137243	재미 반 기대 반이네요 ㅎㅎ 더욱 기대합니다	1
192090	정말정말정말 명작입니다.ㅠ_ㅠ 우연히 봤는데 정말 빠져들었어요!	1
9419740	완전잼있네요 훈남쉐프님들도보구 요리도배우고^♥^	1
9284009	좋은 시나리오, 비고 모르텐슨의 좋은 연기.	1
9204838	잼잼꿀잼허니잼핵잼잼잼	1
6682008	개인적으로 재미있었습니다. 언제 팬텀이랑 크리스틴이랑 그런일이 있었는지 전혀 몰랐네요.... ㅠㅠㅠ 일반스토리들 처럼 크리스틴이 다시 남편 곁으로 돌아갔었더라면하는 아쉬움은 있네요 The Beauty Underneath가 젤 좋았어요 개인적으로 ㅋㅋㅋ	1
7313722	알파치노 연기때문에	1
9099172	이 영화는 처음과 끝에서 명화로 다시 태어났다.	1
8010331	뮤지컬 역대 1위가 괜히 된게 아니었군요. 이건 정말이지 대부,바람과함께 사라지다 레벨의 영화입니다. 3명의 주인공은 마치 뮤지컬계의 마잭,마돈나,엘비스급의 춤과 노래실력을 보여줌.	1
9143180	바비도 잘했고 바스코도 잘했다. 이번 결과에 대해서 불만을 품는 사람들이 나오는건 어쩌면 당연한 거지만, 그래도 바비를 아이돌이네 어쩌네 하고 깎아내리면서까지 까는건 아니라고 본다. 바비는 충분히 이길 자격이 있었다고 개인적으로 생각한다.	1
9833752	코미디 사극에 장혁의 명품 연기까지...	1
9393693	어릴 땐 온 가족이서 봤던 영화. 처음으로 집 마련하고 이사마치고 그날 저녁에 본 영화. 그 때의 기분 탓인진 몰랐는지만 그렇게 웃길 수가 없었다.	1
8504915	옛날에 워낭소리 봤을때 진짜 많이 울었는데	1
9137853	내 인생 최고의 명작입니다	1
10171889	재밌나요? 더빙을 보는데 ㅠ자막이더좋긴한데	1
3935380	5년 뒤에 찾아봐도 아련하겠지 '포'씨처럼	1
9332233	연말에 추천할만한 따뜻한 영화. 배경음악도 참 좋았다	1
8895534	한국 사회의 치부를 정확하게 예언한 수작	1
9461185	제가 좋아하는영화중 진짜찐짜좋아하는영화... :)	1
6685536	지금은 아니지만 엣날에 내가 제일 좋아했던 영화	1
3127240	역시 최고였다.	1
5356257	슈퍼 울트라 초재밌음. 노막 입벌릴때 참 매력있음ㅋ	1
8955418	중동의 문화에 대해서 새롭게 알게 한 영화	1
8059223	11명 참여라길래 얼마나바뀌나 궁금해서올려봄	1
7046056	좀 지루하긴했지만 아버지이자 남편, 무사로서의 한 남자의 일생을 잘 보여줌 의미없는 죽음일지도 모르겠지만 자신의 굳은 신념이 있다는건 참 멋진일이다.	1
10277818	웃음과 감동의 물결기대 안하고 봤는데 쵝오임	1
9932738	좋은 영화. 다만 엔딩에서 주인공이 배심원들을 상대로 늘어놓는 일장연설이 너무 작위적이고 신파조. 이 연설에 흔들려서 배심원들이 무죄로 돌아선다는 것도 너무 억지스럽고. 해서 만점은 못 주겠다.	1
7481803	감동 ㅜㅠ	1
7424115	저도 정말 너무 애정하는 드리마 입니다. 둘의 이야기는 정말 그 어떤 멜로 드라마에서 보던 것 보다도 아름다웠고 잊을 수 없었어요. 정말 최영장군의 이민호씨, 전 이민호씨가 나온 드라마 중에 최고였다고 생각해요.	1
4796147	영화를 보고 안치환의 '내 꿈의 방향을 묻는다'라는 노래제목이 생각나더랍니다.	1
18497	단순한 스토리지만 진지함이 엿보여 좋다	1
21970	21세기 최고의걸작 안보고도 알수있음 ㅡㅁㅡ;;/	1
4789021	오스트레일리아였구나..ㅋㅋ조금은..프랑스?>??식같은코미디영화	1
7809819	재밌을 것 같은데...	1
5453588	많은 생각이 떠돌게 되는 영화...	1
9988559	액션신이 별로 없는데도 심장을 쫄깃하게 만들어준 웰메이드 범죄물! 류승범 황정민의 연기를 보는것만으로도 즐거운데 잘만들어진 영화라 기쁨 두배!	1
143482	재밌다.. 등장인물 캐릭터가 귀엽다	1
9641671	깔끔하고 절제된 감정. 좋은 영화	1
1697216	소설가답게 시나리오가 무척 훌륭하다. 엄마의 운전은 맥거핀인가? ^^	1
5724688	아이맥스3D로 개봉하지 아쉽ㅋㅋㅋㅋㅋㅋㅋㅋ	1
2746091	이영화를 본것만으로도 선택 받은 거임	1
7122481	굳뜨!!! 완죤 내 스타일이닷!!	1
10022765	무능한 정부, 국민을 지킬 의지가 없는 정부	1
7277177	참신한 소재. 퀘벡 영화.	1
5697028	좋으면좋은거지뭐.벌써..몇년전거야.우와	1
5223003	호킹 능욕이래ㅋㅋㅋㅋㅋㅋㅋ	1
6175623	영화를 볼줄 모르는 사람이네	1
8816388	이누도 잇신 감독 영화라서 봤는데 정말 재밌었음. 진짜 보통 전쟁영화가 아니고.. 감독 특유의 연출력이 돋보임. 감동도 있고 원작이 있어서 그런지 스토리도 굉장히 탄탄함.. 강추!	1
10254318	이정현 연기잘함 소재가 현실적인데 너무 독특함ㅋㅋ웃김 전형적인 사이코영화 갠적으로 재밌었음	1
9232370	"""우릴 부른건 저 손이 아니라 욕망이야.""라는 명대사로 기억되는 영화."	1
8717913	아쉽게도 OZ201편에서 더빙으로 봤네... ㅠ0ㅠ	1
7606881	똥칠아~~~~ㅠㅠ 어떻게 된거야	1
7505364	10점도 안아까운 영화이다...블레이드러너에 버금가는 영화임 한국은 결코 만들수 없는...	1
9860949	떠오르는 장면들이 많네요 그렇다면 특별한거죠^^	1
5824718	잼있어용~~ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ정일우♥♥♥♥♥♥♥♥	1
9950852	상투적이지 않게 잘 표현한 영화긴 여운이 남을듯	1
8330144	말이 필요없는 감독과 배우죠 존경합니다	1
9904263	그 반지의 제왕을 만든 피터 잭슨 ㅋㅋ 이런 영화을 찍었다는거 부터가 웃겼다. ㅋㅋ 명작이네 ㅋㅋ	1
9809000	지금도 한번씩 봄 물론 감독판!	1
8484420	와 쩌네..ㄷㄷㄷ 캬..ㅎㅎ	1
3062689	아..정말 추억의 영화.. 아버지가 녹화해놓은것을 10번도 더 넘게 본듯한..	1
8267533	아..다시보고싶네요ㅜㅜ리메이크안되나요?제인생최고의드라마!그대와함께!	1
3080882	무협은이런것이여~~~^^	1
3946738	굿	1
3275424	최고	1
9525492	재미와감동은보너스다시내자신돌아보게만드는내용이너무좋았네요..아직못보신분들..강추강추	1
7059515	ㅇㅋㅇㅋ	1
3578883	정말 재밌다~	1
7780189	재밌게 잘 봤습니다 아이들과 오랜만에 좋은만화영화 봤네요	1
3089979	액션영화면서도 귀수와 아군의 첫사랑의 설레임이 그대로 느껴지는 이쁜영화네요	1
8165088	만점을 줘도 하나도 안아까운 명작..영화~^!!. 그 시절, 그 때를 살아보진 않았으나 ..영화를 관람하는 내내...그 향수를 많이 맡아보는 기분이엇따~^!!. 김민선(김규리)의 여신같은 미모와 연기는 ..성스러움을 떠 올리기에 알맞았다~^!!.	1
7120636	힐링무비 잔잔하고 따뜻한영화 앉은 자리에서 연속 두번 봤지만 전혀 질리지 않았어요.	1
9462634	어린 외계인역 하신분 귀엽네요..ㅎ	1
2654846	맥라이언은 언제 봐도 기분좋아짐	1
9325460	애니판보고 봤는데 진짜 슬프다ㅠㅠㅠ	1
8049801	대박 저하고는 코드가 너무 잘 맞네요 마니 야하지도않고 당시 사회상을 잘 반영하고 짜임새있는 스토리와적절한 러브모드 여주가 너무 매력적이어요 얼굴만이쁘다고 여주하나요 뭐! 10점 만점 에십점드립니다!!꼭 보시길	1
8831267	많은 생각을 할 수 있는 영화~ 시간여행류의 스토리를 좋아하는 사람이라면 빠트릴 수 없는 영화	1
8610498	고소한 19 정말 재미있게 잘 보고 있습니다^^ 방송만 보면 털털하고 인간적이신 것 같은데 실제로도 그런 분이시기를 바랍니다^^ 그리고 나중에 다시 정치에 입문하시게 되면 좋은 정치 펼쳐 주시기 바랍니다^^	1
7691069	가연세	1
10216462	goodgoodgoodgoodgoodgoodgood	1
4124876	이물감. 시 같았다	1
9155422	액션보단 가족애가 주제인 영화. 한국배급사들은 언제 정신차릴지.	1
9454455	평점을 안줄수가 없다 ㅋㅋ 감독이 진짜 싸이코패스인듯	1
3206763	잘만들어진 영화^^봐도 봐도 안인숙님 넘 아름다우시고 연기도 넘넘 잘하세요~	1
9956117	와 이편부터조각들이이어지네	1
6779161	정말 재밋게 봤어요^^ 추천!	1
8804135	배우들 연기 매우좋고 들마내용도 흥미진진 두배우 케미가 최고네요	1
7451926	다시 봐도 정말..짱이예요..	1
4259582	여유로운 일요일 오후 나른하게 동화속 세계로 빠져들게하는 포근하고 따뜻한영화	1
10011592	스타워즈와 쌍탑을 이루는 영화	1
8680379	아무리 재밌다고 백날을 말해도 백문이 불여일견 이라 했음	1
4167760	11년전에 볼 때보다 더욱 더 강한 감동을 준 명작 중의 명작! 남, 녀 주인공두~~	1
8942205	왜 알콜중독에 빠졌을까 의문이 들정도로 겉보기엔 안정적인데..그녀는 채울수없는 공허함과 외로움으로 마음의 아픔을 술로써 의지했던것같다..자신도 그런자신이 왜 그러는지 이유를 모르기때문에 괴로웠을것이다..그런 그녀를 이유없이 사랑하고품어주는 남자..	1
9618339	삶의 소중함을 알게해주는 정말 좋은영화!	1
6266956	sf 의 명작	1
8015755	내생에 가장 인정하는 드라마 = 여명의 눈동자 <허준<모래시계<황금의제국!! 이 드라마로 인해 내 인생이 바뀌고 있다. 나도 규모가 작긴 하나 사업가의 집안에서 가족간의 갈등으로 서로 원수비슷하게 지내다가. 이 드라마를 보고 마음을 바꿨다.	1
6831352	필름은 낡은듯하지만 무당4인방이 골고루 맘에듬다들개성만점	1
9690105	해외수니는 웁니다..	1
5731267	내가원하던영화♥ 우리나라를 더많이볼수있었으면 좋앗을...	1
9343078	할일없을때보세요 웃기고 감동있고 마음 따듯해지는영화	1
6964548	지금은 소녀시대,앞으로도 소녀시대,영원히 소녀시대...윤아여신이여.영원하라.	1
8851783	내가무서운걸잘못보는데진짜무서워하면서도재미있어서잘봤음.박한별송지효조안다이쁘더라..조안특히그싸이코역할을진짜잘한듯ㄷㄷ진짜연기잘하더라ㄷ..	1
5443262	나름 괜찮았음.... 여배우 몸매가........... 대박~!	1
9676188	정말 멋진 영화. 뭐 하나 안타까운 부분이 없어요..	1
1625948	나는 살아간다	1
4817346	영화 좋네요..^^ 마음도 짠하고.. 주연 배우들도 너무 멋집니다!	1
5284046	진짜 재밌어열 특히 쥐 목소리가 넘 귀엽당...ㅎ	1
6179459	9점대는 만들어야지..	1
10273447	아름다운 영화, 두고 두고 간직하고 싶은 영화! 소중한 사람과 함께 보세요~!!	1
9299868	잼나요 5살짜리가 폭풍 집중해서보내요	1
7787709	도리 너무 좋다 ㅋㅋㅋ	1
10079030	글쎄... 알라의 미움과 전쟁이 아닌 사랑의 길, 그 가르침을 ‘나쁜’ 모슬렘을 신고하는 ‘애국’ 모슬렘은 미국 시민이다!? 라는 단순한 말로 폄하할 수 있는 걸까?	1
4730844	한국교회는 반성해야하며, 진정한 기독교인은 이래야 한다는것을 보여주는 영화.	1
8704051	너무너무재밌게잘봤어요	1
9479238	늦게 나마 이 영화를 볼 수 있었던 것은 행운이 아닐까? 엔딩크레딧이 끝날때까지 보고 있는 내 자신을 발견한다.	1
595823	좋아하는 영화 목록에 있는 작품인데,	1
5170616	잔잔한 배경 음악을 틀고 휴식할 때처럼 늦은 밤 켜놓고 싶은 영화	1
10243687	재밌기만 하구만 왜들 난리일까	1
9329076	람보/터미네이터/맥클레인이 한 자리에서 얘기할줄 ...	1
10174596	확실한건 MB는 쓰레기	1
3762323	재밋다	1
156982	혼자 보긴 너무 아깝다. 2004년 올해의 영화.	1
10169175	ㅠㅠㅠ짱짱영화 진짜 어떻게 몇OO전에 이런영화를 만들었지	1
8193432	정말 눈물이 난다.저 생생한 눈빛과 생동감넘치는 몸짓발짓의 멋진 연기를 하셨던 분들모두가 거의 100년전의 분들이라니 말이 되는가.하다못해 강아지토토의 연기마저 감탄.모두 돌아가셨을껄 생각하니 시간의 흐름이 너무 슬프다.	1
9370854	희망과 아픔. 기쁨과 슬픔이 함께하는 비극적이지만 아름다운 동전의 양면을 지닌 동화같은 이야기!!!	1
3354134	저도 어릴떄 아빠가 사다주셔서 매일봤던건데ㅋㅋ 다시 보고싶어요 이 영화	1
8089232	정말 대단해요. 넷지오 역시 자연에 압도 당했습니다. 인간의 의지의 힘 존경스럽습니다.	1
3232715	댄스퀸 롤라와 함께 희망찬 새해를~	1
594466	요즘 보구 있는데...밤새는줄 모르네요	1
6756787	사람이 계속 죽어서 맘에 안들었지만 성룡의 연기는 일품(一品)이었다.	1
3591734	정말 유쾌하고 잼있게 본 영화!! 훌륭하당 ~ ^^	1
6390923	아따맘마의 오리지널 ㅋ	1
6075500	지금봐도 재밌네 ㅋㅋㅋ 차태현패는건 지금봐도 너무웃기고ㅋㅋㅋ 박중훈연기 굿ㅋㅋ	1
7093907	MBC이거 더빙판 다시보여줘요 ㅜㅜ	1
1171880	아즈라~~..환상속을 헤메는 듯한기분..	1
9721253	막시무스! 막시무스!	1
5303954	좋아	1
3618029	좋은데요.	1
7357001	브라질 빈민촌의 실상을 리얼하게 잘 연출한 수작	1
9230020	영화로서는 재밌게 봤고 훌륭했다 . 하지만 전쟁을 미화 시키거나 생명에대해 옳고 그름의 잣대를 미국이란 나라 스스로 정해버리고 그게 정의라 말하는건 잘못되고 모순된거라 생각한다 . 인간이 정해버린 동전의 앞뒤 일뿐 ..	1
9119881	뻔한 이야기일 수 있었겠지만, 그들의 가까이 서있을 수 있다는 것	1
745700	제목이 무슨뜻인가 했더니 오만과 편견~ 너무 재미있게 본 영화	1
8738160	넘치는 위트와 잔잔한 감동	1
9395544	영화 한편 하나 굉장히 제미있네	1
1375162	공포영화매니아의 지침서	1
6072963	다른 어떤 미드보다 이 작품의 재방송이 시급합니다.	1
3191961	한국사람이라면 한번쯤은 봐야하는 영화...	1
3857283	정말 재밌습니다.배우들의 캐스팅도 매우 좋고요.역시 한효주랑 문채원 최고!!!!!!!!!	1
6138149	마지막회 보는거 미루고 미루다가 방금 봤어요. 여운이 찡하게 남습니다...	1
3295755	나라도 평점 좀 올려야겠다 이건 정말 수작이다	1
9843028	정말 잊을 수 없는 영화! 중학교때 담임선생님과 반아이들이가같이 봤어요, 그 이후로도 가끔씩 생각나는데 마음이 따뜻해지는 영화입니다.	1
4396721	완전짱이에여999999999999999999999999999999999999999999999999999999점이에요.ㅋㅋ	1
3925174	제가 너무 좋아하는 백영규	1
6474382	이 또한 추억의 재난 영화~	1
9770895	진짜 이런게 명작이지... 화려함의 극치	1
6478061	완전 굿!!	1
5424404	추억돋넼ㅋㅋㅋ 이드라마보면서 설렜음ㅋㅋ 최고 ㅋ	1
10005726	진짜최고 시리즈 중에 가장 재밌어요	1
739804	대부분의 사람들은 이 영화의 놀라운 완성도를 잘 모르고 있다	1
7636847	상당히 현실성있고 중간중간 코믹요소도 좋았다. 리얼한 3류 양아치들의 애환을 잘 그려냈다.	1
8221497	조음 소재가좋음 동물이라	1
9719175	다시봐도 재밋는 드라마이다~!!!박유천과 한지민의 캐미가 돋보이는~!!!	1
1646846	폭포탈출씬 이전까지 007사상 최고의 재미..	1
10252042	헤어질 무렵에 생각날 델과 킴	1
7960769	영화에 나오는 노래 제목이 뭐죠? 최진희가 불렀던 사랑의미로랑 곡이 똑같던데. 최진희가 리메이크 한건가요?노래 제목을 알고 싶네요 누가 불렀는지도요	1
6133096	내용은 뻔하지만 정말 유쾌한 영화	1
3309946	내가 제일 사랑하는 중국영화 액션과 로맨스의 공존 이영화 4번은 봤나,,	1
8726845	의리 의리 의리 !!!!	1
3862797	감히 말한다. 조 프레이져가 더 위대하다	1
5512945	매력적인 영화...	1
6303134	생각없이 보기 좋음ㅎㅎㅎ주걸륜 머이쪙	1
1070235	박력넘치는 스턴트 액션 평작이다!	1
8930802	엄청 재미있다 명작이다 ~~	1
9683692	나는 하정우랑 개그코드가 맞나보다 엄청 재밌게봤네요 특히 단발의사샘 장면에서 계속 빵터짐 ㅋㅋ	1
5536736	적당 ㅎㅎ	1
6121085	배경이 이쁘고 캐릭터도 귀엽네~	1
5130844	이런거 너넨못찍자나 ?ㅋㅋㅋㅋㅋ 완전재밋게봣어여	1
7561049	정말 잼있게 봣던영화 ㅎㅎ도사관 키스신 짱 ㅎㅎ	1
52492	예수님에대해 많이 알수있는 계기가 되네여	1
5423962	모던 시네마와 초현실주의의 로맨틱한 조우, 키아로스타미의 이중 운동에 대한 믿음.	1
5902322	최고의 액션. 스토리나 연출은 좀 아쉬움.	1
